Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
"2-((3S,8S)-1,2,3,4,5,6,7,8-octahydro-3,8-dimethylazulen-5-yl)propan-2-ol",489-86-1,0,Suspicious,0,Suspicious
"2,4,6-trinitroaniline",489-98-5,0,Inactive,0,Inactive
Nepetalactone,490-10-8,0,Suspicious,0,Suspicious
gentisic acid,490-79-9,0,Suspicious,1,VeryWeak
sodium gentisate,4955-90-2,0,Suspicious,1,VeryWeak
"L-threo-hexo-2,3-diulosono-1,4-lactone",490-83-5,0,Inactive,0,Inactive
HYDROXYTETRACAINE,490-98-2,0,Inactive,0,Inactive
3-methyl-6-(1-methylvinyl)cyclohex-2-en-1-ol,491-05-4,0,Inactive,0,Inactive
3-methyl-6-(1-methylethylidene)cyclohex-2-en-1-one,491-09-8,0,Suspicious,0,Suspicious
1H-2-Benzopyran-1-one,491-31-6,0,Inactive,0,Inactive
chroman-4-one,491-37-2,0,Inactive,0,Inactive
"1,8-dihydroxy-3-methylanthracen-9(10H)-one",491-58-7,1,VeryWeak,1,Weak
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-benzopyrone",491-70-3,1,Weak,1,Strong
thymidine 5-diphosphate,491-97-4,0,Inactive,0,Inactive
4-hydroxyquinoline-2-carboxylic acid,492-27-3,0,Inactive,0,Inactive
hydratropic acid,492-37-5,0,Inactive,0,Inactive
nicopholine,492-85-3,0,Inactive,0,Inactive
"2,2'-bithiophene",492-97-7,0,Inactive,0,Inactive
"cyclohexane-1,2-dione dioxime",492-99-9,0,Inactive,0,Inactive
NULL,493-75-4,0,Suspicious,0,Suspicious
propanocaine,493-76-5,0,Inactive,0,Inactive
histapyrrodine,493-80-1,0,Inactive,0,Inactive
"7,12-diethyl-3,8,13,17-tetramethyl-21H,23H-porphine-2,18-dipropionic acid",493-90-3,0,Inactive,0,Inactive
prolintane,493-92-5,0,Inactive,0,Inactive
chlornaphazine,494-03-1,0,Inactive,0,Inactive
CHLORDIMORINE,494-14-4,0,Inactive,0,Inactive
melarsoprol,494-79-1,0,Inactive,0,Inactive
NORNICOTINE,494-97-3,0,Inactive,0,Inactive
4-methylveratrole,494-99-5,0,Inactive,0,Inactive
ophthalmic acid,495-27-2,0,Inactive,0,Inactive
"[S-(R*,S*)]-5-(1,5-dimethylhexen-4-yl)-2-methyl-1,3-cyclohexa-1,3-diene",495-60-3,0,Inactive,0,Inactive
"Cyclohexene, 1-methyl-4-(5-methyl-1-methylene-4-hexen-1-yl)-, (4S)-",495-61-4,0,Inactive,0,Inactive
piperonyl alcohol,495-76-1,0,Inactive,0,Inactive
tigloidine,495-83-0,0,Inactive,0,Inactive
TROPIGLINE,533-08-4,0,Inactive,0,Inactive
MIDAMALINE,496-38-8,0,Inactive,0,Inactive
"(R)-2,4-dihydroxy-N-[3-[(2-mercaptoethyl)amino]-3-oxopropyl]-3,3-dimethylbutyramide",496-65-1,0,Inactive,0,Inactive
"toluene-3,4-dithiol",496-74-2,0,Inactive,0,Inactive
5-hydroxyoctan-4-one,496-77-5,0,Inactive,0,Inactive
glutamic acid gamma-semialdehyde,496-92-4,0,Inactive,0,Inactive
Canaline,496-93-5,0,Inactive,0,Inactive
furan-2(5H)-one,497-23-4,0,Inactive,0,Inactive
"1,3-oxazolidin-2-one",497-25-6,0,Inactive,0,Inactive
"2-methyl-1,3-dioxolane",497-26-7,0,Inactive,0,Inactive
(S)-[1-carboxy-2-(2-mercaptoimidazol-4-yl)ethyl]trimethylammonium hydroxide,497-30-3,0,Inactive,0,Inactive
dioxethedrin,497-75-6,0,Suspicious,1,VeryWeak
4-hydroxy-3-methoxybenzyl alcohol,498-00-0,1,VeryWeak,1,VeryWeak
4-hydroxy-3-methoxyacetophenone,498-02-2,1,VeryWeak,0,Suspicious
"1,6-anhydro-?-D-glucose",498-07-7,0,Inactive,0,Inactive
Citraconic acid,498-23-7,0,Inactive,0,Inactive
mesaconic acid,498-24-8,0,Inactive,0,Inactive
2-hydroxy-4-methylvaleric acid,498-36-2,0,Inactive,0,Inactive
L-2-hydroxy-4-methylvaleric acid,13748-90-8,0,Inactive,0,Inactive
D-Leucic acid,20312-37-2,0,Inactive,0,Inactive
"HEXANOIC ACID, 2-HYDROXY-",6064-63-7,0,Inactive,0,Inactive
L-cysteic acid,498-40-8,0,Inactive,0,Inactive
STEARYLSULFAMIDE,498-78-2,0,Inactive,0,Inactive
6-O-?-D-glucopyranosyl-D-glucose,499-40-1,0,Inactive,0,Inactive
melibiose,585-99-9,0,Inactive,0,Inactive
Gentiobiose,554-91-6,0,Inactive,0,Inactive
7-isopropyl-4-methyloxepan-2-one,499-54-7,0,Inactive,0,Inactive
"(1?,2?,5?)-5-(isopropyl)-2-methylcyclohexan-1-ol",499-69-4,0,Suspicious,0,Suspicious
5-Isopropyl-2-methyl-cyclohexanol,5563-78-0,0,Suspicious,0,Suspicious
trans-5-isopropyl-2-methylcyclohexan-1-one,499-70-7,0,Inactive,0,Inactive
"Cyclohexanone, 2-methyl-5-(1-methylethyl)-",59471-80-6,0,Inactive,0,Inactive
4-hydroxy-m-toluic acid,499-76-3,0,Suspicious,0,Suspicious
p-menth-3-ene,500-00-5,0,Inactive,0,Inactive
"CYCLOHEXENE, 4-METHYL-1-(1-METHYLETHYL)-, (R)-",619-52-3,0,Inactive,0,Inactive
4-isopropylcyclohex-2-en-1-one,500-02-7,0,Suspicious,0,Suspicious
Aroxine,500-08-3,0,Inactive,0,Inactive
BETA-EUCAINE,500-34-5,0,Inactive,0,Inactive
Mimosine,500-44-7,0,Inactive,0,Inactive
thiambutosine,500-89-0,0,Inactive,0,Inactive
phenaceturic acid,500-98-1,0,Inactive,0,Inactive
3-Allyl-6-methoxyphenol,501-19-9,0,Suspicious,1,Weak
2-methoxy-5-(1-propenyl)phenol,501-20-2,1,Weak,1,Weak
PHENAMAZOLINE,501-62-2,0,Inactive,0,Inactive
tele-methylhistamine,501-75-7,0,Inactive,0,Inactive
3-pyridylacetic acid,501-81-5,0,Inactive,0,Inactive
p-allylphenol,501-92-8,1,Weak,1,Weak
4-hydroxyphenethyl alcohol,501-94-0,1,VeryWeak,1,VeryWeak
3-(4-hydroxyphenyl)propionic acid,501-97-3,1,VeryWeak,1,Strong
"2-Propenoic acid, 3-(4-hydroxyphenyl)-, (2E)-",501-98-4,1,VeryWeak,1,VeryWeak
4-hydroxycinnamic acid,7400-08-0,1,VeryWeak,1,VeryWeak
P-HYDROXY-B-PROPIONIC ACID,501-97-3,1,VeryWeak,1,VeryWeak
"2(3H)-Furanone, dihydro-5-tetradecyl-",502-26-1,0,Inactive,0,Inactive
cycloheptanone,502-42-1,0,Suspicious,0,Suspicious
neurosporene,502-64-7,0,Suspicious,0,Suspicious
"2,6,10-Dodecatrienal, 3,7,11-trimethyl-, (E,E)-",502-67-0,0,Suspicious,1,VeryWeak
farnesal,19317-11-4,0,Suspicious,1,VeryWeak
"6,10,14-trimethylpentadecan-2-one",502-69-2,0,Inactive,0,Inactive
hentricontan-16-one,502-73-8,0,Suspicious,1,VeryWeak
chlorazodin,502-98-7,0,Inactive,0,Inactive
but-2-yne,503-17-3,0,Inactive,0,Inactive
trichloromethyl chloroformate,503-38-8,0,Inactive,0,Inactive
methanedisulphonic acid,503-40-2,0,Inactive,0,Inactive
meglutol,503-49-1,0,Inactive,0,Inactive
3-hydroxypropionic acid,503-66-2,0,Inactive,0,Inactive
dihydrouracil,504-07-4,0,Inactive,0,Inactive
5-methylresorcinol,504-15-4,0,Suspicious,1,VeryWeak
2-thiobarbituric acid,504-17-6,0,Inactive,0,Inactive
pentatriacontan-18-one,504-53-0,0,Suspicious,1,VeryWeak
"4,5-dihydro-1H-imidazole",504-75-6,0,Inactive,0,Inactive
"1H-Imidazole, dihydro-, monoacetate",12379-40-7,0,Inactive,0,Inactive
thiazolidine,504-78-9,0,Inactive,0,Inactive
"3-Pentenoic acid, 4-methyl-",504-85-8,0,Inactive,0,Inactive
3-(methylthio)propanol,505-10-2,0,Inactive,0,Inactive
hexadecanedioic acid,505-54-4,0,Suspicious,0,Suspicious
"2,2-dithiodi(acetic) acid",505-73-7,0,Inactive,0,Inactive
"disodium 2,2'-dithiodiacetate",64704-24-1,0,Inactive,0,Inactive
"diammonium 2,2-dithiodiacetate",68223-93-8,0,Inactive,0,Inactive
(Z)-4-decenoic acid,505-90-8,0,Inactive,0,Inactive
4-decenoic acid,26303-90-2,0,Inactive,0,Inactive
(E)-4-decenoic acid,57602-94-5,0,Inactive,0,Inactive
12-Hydroxydodecanoic Acid,505-95-3,0,Inactive,0,Inactive
"(S)-3-(hexadecyloxy)propane-1,2-diol",506-03-6,0,Inactive,0,Inactive
"(+/-)-3-(hexadecyloxy)propane-1,2-diol",6145-69-3,0,Inactive,0,Inactive
icosanoic acid,506-30-9,0,Suspicious,1,VeryWeak
cadmium diicosanoate,14923-81-0,0,Suspicious,1,VeryWeak
icos-9-enoic acid,506-31-0,0,Inactive,0,Suspicious
nervonic acid,506-37-6,0,Inactive,0,Inactive
pentacosanoic acid,506-38-7,0,Suspicious,1,VeryWeak
"(9Z,12Z)-octadeca-9,12-dien-1-ol",506-43-4,0,Inactive,0,Inactive
hexacosanoic acid,506-46-7,0,Suspicious,1,VeryWeak
"hexacosanoic acid, lead salt",94006-20-9,0,Suspicious,1,VeryWeak
octacosanoic acid,506-48-9,0,Suspicious,1,VeryWeak
"Fatty acids, montan-wax, calcium salts",68308-22-5,0,Suspicious,1,VeryWeak
triacontanoic acid,506-50-3,0,Suspicious,1,VeryWeak
acetyl bromide,506-96-7,0,Inactive,0,Inactive
thioacetic acid,507-09-5,0,Inactive,0,Inactive
2-bromo-2-methylpropane,507-19-7,0,Inactive,0,Inactive
tetraphenylarsonium chloride,507-28-8,0,Suspicious,1,VeryWeak
"tetraphenylarsonium chloride, compound with hydrochloric acid (1:1)",73003-83-5,0,Suspicious,1,VeryWeak
"BUTANE, 2,3-DICHLORO-2-METHYL-",507-45-9,0,Inactive,0,Inactive
heptadecafluoro-1-iodooctane,507-63-1,0,Inactive,0,Inactive
3?-hydroxyolean-12-en-28-oic acid,508-02-1,0,Suspicious,0,Suspicious
"1,7,7-trimethyltricyclo[2.2.1.02,6]heptane",508-32-7,0,Suspicious,0,Suspicious
convallatoxin,508-75-8,0,Inactive,0,Inactive
"11?,17,21-trihydroxypregn-4-ene-3,20-dione 21-cyclopentanepropionate",508-99-6,1,VeryWeak,1,VeryWeak
METHYLDIHYDROMORPHINE,509-56-8,1,Weak,1,Moderate
pholcodine,509-67-1,0,Inactive,0,Inactive
Metethoheptazine and its salts,509-84-2,0,Inactive,0,Inactive
Heptabarbital,509-86-4,0,Inactive,0,Inactive
"19-hydroxyandrost-4-ene-3,17-dione",510-64-5,1,VeryWeak,1,Moderate
BUTHALITAL SODIUM,510-90-7,0,Inactive,0,Inactive
ergocristine,511-08-0,0,Inactive,0,Inactive
"Benzenepropanoic acid, .beta.-hydroxy-.beta.-phenyl-, 2-acetylhydrazide (9CI)",511-41-1,0,Inactive,0,Inactive
CLOFENETAMINE,511-46-6,0,Inactive,0,VeryWeak
xenytropium bromide,511-55-7,0,Inactive,0,Inactive
"5-(1,2-dibromo-2-phenylethyl)-5-methylimidazolidine-2,4-dione",511-75-1,0,Inactive,0,Inactive
cyclobutyrol,512-16-3,0,Suspicious,0,Suspicious
valdetamide,512-48-1,0,Inactive,0,Inactive
alpha-Santalene,512-61-8,0,Suspicious,0,Suspicious
1-chloro-2-methylpropane,513-36-0,0,Inactive,0,Inactive
2-methylpropane-1-thiol,513-44-0,0,Inactive,0,Inactive
2-iodobutane,513-48-4,0,Inactive,0,Inactive
ACEBROCHOL,514-50-1,0,Suspicious,0,Suspicious
estriol succinate,514-68-1,1,Moderate,1,Weak
"6,6-dimethylbicyclo[3.1.1]heptane-2-methanol",514-99-8,0,Suspicious,0,Suspicious
(-)-pin-2-ene-10-ol,515-00-4,0,Suspicious,0,Suspicious
2-phenyllactic acid,515-30-0,0,Inactive,0,Inactive
"Benzenepropanoic acid, .alpha.-hydroxy-, (.+-.)-",828-01-3,0,Inactive,0,Inactive
"Benzoic acid, 2-hydroxy-5-[[4-[(2-thiazolylamino)sulfonyl]phenyl]azo]- (9CI)",515-58-2,0,Inactive,0,Inactive
Methylmalonic Acid,516-05-2,0,Inactive,0,Inactive
"1-iodopyrrolidine-2,5-dione",516-12-1,0,Inactive,0,Inactive
Taurochenodeoxycholic Acid,516-35-8,1,VeryWeak,0,Suspicious
tauroursodeoxycholic acid,14605-22-2,1,VeryWeak,0,Suspicious
cortol,516-38-1,1,VeryWeak,1,Moderate
cortolone,516-42-7,1,VeryWeak,1,Strong
Taurodeoxycholic Acid,516-50-7,1,VeryWeak,0,Suspicious
"sodium 2-[[(3?,5?,12?)-3,12-dihydroxy-24-oxocholan-24-yl]amino]ethane-1-sulphonate",1180-95-6,1,VeryWeak,0,Suspicious
20-hydroxycholesterol,516-72-3,1,VeryWeak,1,Moderate
Taurolithocholic Acid,516-90-5,1,VeryWeak,0,Suspicious
3?-bromocholest-5-ene,516-91-6,1,VeryWeak,1,VeryWeak
"(R*,S*)-9,9,10,10-tetrahydro-4,4,5,5-tetrahydroxy-10,10-dioxo[9,9-bianthracene]-2,2-dicarboxylic acid",517-44-2,0,Suspicious,0,Suspicious
"5,6,11,12-tetraphenylnaphthacene",517-51-1,0,Suspicious,0,Suspicious
Benzene Hexacarboxylic Acid,517-60-2,0,Inactive,0,Inactive
"(S)-5,8-dihydroxy-2-(1-hydroxy-4-methylpent-3-enyl)-1,4-naphthoquinone",517-88-4,1,Weak,1,VeryWeak
"1,4-Naphthalenedione, 5,8-dihydroxy-2-[(1R)-1-hydroxy-4-methyl-3-penten-1-yl]-",517-89-5,1,Weak,1,VeryWeak
alkannin,23444-65-7,1,Weak,1,VeryWeak
"3,4-dihydro-2-methoxy-2-methyl-4-phenylpyrano[3,2-c]chromen-5-one",518-20-7,0,Suspicious,1,VeryWeak
D &amp; C ORANGE NO. 10,518-40-1,0,Suspicious,0,Suspicious
DACEMAZINE,518-61-6,0,Inactive,0,Inactive
dimethazan,519-30-2,0,Inactive,0,Inactive
"2,3,4,4,6-pentahydroxybenzophenone",519-34-6,1,Moderate,1,Moderate
"2,4-dinitroresorcinol",519-44-8,0,Inactive,0,Suspicious
Chlorophyll B,519-62-0,0,Inactive,0,Inactive
triphenylmethane,519-73-3,1,VeryWeak,1,Weak
"3 beta,16 alpha-dihydroxypregn-5-en-20-one",520-88-7,1,Weak,1,Moderate
methandriol,521-10-8,1,Weak,1,Strong
cholest-5-en-3?-ol butyrate,521-13-1,1,VeryWeak,1,VeryWeak
"sodium 3,4-dioxonaphthalene-1-sulphonate",521-24-4,0,Suspicious,0,Inactive
chlorbenzoxamine,522-18-9,0,Inactive,0,Inactive
fenethazine,522-24-7,0,Inactive,0,Inactive
di-2-furylethanedione dioxime,522-27-0,0,Inactive,0,Inactive
hydroquinine,522-66-7,0,Inactive,0,Inactive
hydroquinidine,1435-55-8,0,Inactive,0,Inactive
Hydroquinidine hydrochloride,1476-98-8,0,Inactive,0,Inactive
2-(3-oxobenzo[b]thien-2(3H)-ylidene)benzo[b]thiophene-3(2H)-one,522-75-8,0,Suspicious,1,VeryWeak
"disodium 3,4,5,6-tetraoxocyclohex-1-en-1,2-ylene dioxide",523-21-7,0,Suspicious,0,Suspicious
"disodium 3,4,5,6-tetraoxocyclohexene-1,2-diolate",13021-40-4,0,Suspicious,0,Suspicious
"5-CYCLOHEXENE-1,2,3,4-TETRONE, 5,6-DIHYDROXY-",118-76-3,0,Suspicious,0,Suspicious
sodium 4-[(4-hydroxy-1-naphthyl)azo]benzenesulphonate,523-44-4,0,Suspicious,0,Inactive
xanthosine monophosphate,523-98-8,0,Inactive,0,Inactive
Malonyl-Coenzyme A,524-14-1,0,Inactive,0,Inactive
ethybenztropine,524-83-4,0,Inactive,0,Inactive
Dimethylthiambutene,524-84-5,0,Inactive,0,Inactive
medrylamine,524-99-2,0,Inactive,0,VeryWeak
"disodium 3-hydroxy-4-nitrosonaphthalene-2,7-disulphonate",525-05-3,0,Inactive,0,Inactive
salsolinol,525-72-4,1,Weak,1,Moderate
penicillin N,525-94-0,0,Inactive,0,Inactive
allomethadione,526-35-2,0,Inactive,0,Inactive
?-indol-3-ylethanol,526-55-6,0,Inactive,0,Inactive
"2,3-dibromosuccinic acid",526-78-3,0,Inactive,0,Inactive
Duroquinone,527-17-3,0,Suspicious,0,Suspicious
"3,4,5-trimethylphenol",527-54-8,0,Suspicious,1,VeryWeak
2-furoyl chloride,527-69-5,0,Inactive,0,Inactive
Furoyl Chloride,1300-32-9,0,Inactive,0,Inactive
berythromycin,527-75-3,0,Inactive,0,Inactive
Uridine Diphosphate N-Acetylglucosamine,528-04-1,0,Inactive,0,Inactive
Uridine Diphosphate N-Acetylgalactosamine,7277-98-7,0,Inactive,0,Inactive
"3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)benzopyrylium chloride",528-53-0,1,VeryWeak,1,Weak
"3,3,4,5,7-pentahydroxyflavylium chloride",528-58-5,1,Weak,1,Strong
thymol acetate,528-79-0,0,Inactive,0,Inactive
(2-isopropylpent-4-enoyl)urea,528-92-7,0,Inactive,0,Inactive
"5,6,7,8-tetrahydro-1-naphthol",529-35-1,1,VeryWeak,1,VeryWeak
naphthalene-1-thiol,529-36-2,0,Suspicious,0,Suspicious
"2-aminopteridine-4,7-diol",529-69-1,0,Inactive,0,Inactive
4-(dimethylamino)benzophenone,530-44-9,0,Inactive,0,Inactive
"1,1-di-p-tolylethane",530-45-0,0,Suspicious,0,Suspicious
"1,1-diphenylethylene",530-48-3,1,Weak,1,VeryWeak
Methedrone,530-54-1,0,Inactive,0,Inactive
"2,6-dimethoxy-p-benzoquinone",530-55-2,0,Suspicious,0,Suspicious
"4-hydroxy-3,5-dimethoxybenzyl alcohol",530-56-3,0,Suspicious,0,Suspicious
"4-hydroxy-3,5-dimethoxybenzoic acid",530-57-4,0,Inactive,0,Inactive
"4-hydroxy-3,5-dimethoxycinnamic acid",530-59-6,1,VeryWeak,1,VeryWeak
"cycloheptane-1,2-dione dioxime",530-97-2,0,Inactive,0,Inactive
"3,8,13,18-tetramethyl-21H,23H-porphine-2,7,12,17-tetrapropionic acid",531-14-6,0,Inactive,0,Inactive
4-allyl-2-methoxyphenyl benzoate,531-26-0,0,Suspicious,1,VeryWeak
7-methoxycoumarin,531-59-9,0,Suspicious,0,Suspicious
Tropinone,532-24-1,0,Inactive,0,Inactive
1-methylpiperidine-2-ethanol,533-15-3,0,Inactive,0,Inactive
o-tolyl acetate,533-18-6,0,Inactive,0,Suspicious
Hydroxystilbamidine Isethionate,533-22-2,0,Inactive,0,Inactive
(4R-cis)-5-methyl-2-oxoimidazolidine-4-hexanoic acid,533-48-2,0,Inactive,0,Inactive
"2-Butanone, 1,3,4-trihydroxy-, (3S)-",533-50-6,0,Inactive,0,Suspicious
erythrulose,40031-31-0,0,Inactive,0,Suspicious
2-deoxy-D-ribose,533-67-5,0,Inactive,0,Inactive
2-deoxy-erythro-pentose,1724-14-7,0,Inactive,0,Inactive
"9,10,16-trihydroxyhexadecanoic acid",533-87-9,0,Inactive,0,Inactive
aleuritolic acid,6949-98-0,0,Inactive,0,Inactive
"2-aminopropane-1,3-diol",534-03-2,0,Inactive,0,Inactive
"1,3-diiodopropan-2-ol",534-08-7,0,Inactive,0,Inactive
sodium trithiocarbonate,534-18-9,0,Inactive,0,Inactive
Trithiocarbonic acid,594-08-1,0,Inactive,0,Inactive
"3,5-diiodothyronine",534-51-0,1,VeryWeak,1,VeryWeak
Methoxyhydroxyphenylglycol,534-82-7,0,Suspicious,0,Suspicious
"((5-Arsono-2-hydroxyphenyl)amino)methanesulfinic acid, Disodium salt",535-51-3,0,Inactive,0,Inactive
piperidine-2-carboxylic acid,535-75-1,0,Inactive,0,Inactive
(S)-piperidine-2-carboxylic acid,3105-95-1,0,Inactive,0,Inactive
m-cymene,535-77-3,0,Inactive,0,Inactive
4-dimethylaminobenzylidenerhodanine,536-17-4,0,Inactive,0,Inactive
"p,?-dimethylbenzyl alcohol",536-50-5,0,Inactive,0,Inactive
phenylacetylene,536-74-3,0,Suspicious,0,Suspicious
3-ethylpyridine,536-78-7,0,Inactive,0,Inactive
rosmarinic acid,537-15-5,0,Suspicious,1,VeryWeak
"2,6-dibromo-4-(chloroimino)cyclohexa-2,5-dienone",537-45-1,0,Inactive,0,Inactive
"4,4-iminodianiline",537-65-5,0,Inactive,0,Inactive
NULL,537-66-6,0,Inactive,0,Inactive
3-hydroxy-4-methoxycinnamic acid,537-73-5,1,VeryWeak,0,Suspicious
bis(2-chloroethyl)ethylamine,538-07-8,0,Inactive,0,Inactive
S-benzylthiouronium chloride,538-28-3,0,Inactive,0,Inactive
"1,5-diphenylpenta-1,4-dien-3-one",538-58-9,1,Weak,1,VeryWeak
"1,5-diphenylcarbazone",538-62-5,0,Suspicious,0,Suspicious
butyl cinnamate,538-65-8,0,Suspicious,0,Inactive
3-Diethylaminopropyl cinnamate,538-66-9,0,Inactive,0,Inactive
benzyl methyl ether,538-86-3,0,Inactive,0,Inactive
4'-chloroacetanilide,539-03-7,0,Inactive,0,Inactive
benzyl ethyl ether,539-30-0,0,Suspicious,0,Suspicious
3-butylpyridine,539-32-2,0,Inactive,0,Inactive
perillene,539-52-6,0,Inactive,0,Inactive
tricosan-12-one,540-09-0,0,Suspicious,0,Suspicious
4-iodoaniline,540-37-4,0,Inactive,0,Inactive
isobutyl propionate,540-42-1,0,Inactive,0,Inactive
2-Methylheptylamine and its salts,540-43-2,0,Inactive,0,Inactive
"Ethene, 1,2-dibromo-",540-49-8,0,Inactive,0,Inactive
"ETHENE, 1,2-DIBROMO-, (E)-",590-12-5,0,Inactive,0,Inactive
"1,2-DIBROMOETHENE",25429-23-6,0,Inactive,0,Inactive
"1,2-DIBROMOETHENE (CIS)",590-11-4,0,Inactive,0,Inactive
ethyl methyl ether,540-67-0,0,Inactive,0,Inactive
tert-butyl nitrite,540-80-7,0,Inactive,0,Inactive
ethyl hydrogen sulphate,540-82-9,0,Inactive,0,Inactive
mercury(1+) ethyl sulphate,71720-55-3,0,Inactive,0,Inactive
sodium 2-hydroxypropane-2-sulphonate,540-92-1,0,Inactive,0,Inactive
pentamethonium bromide,541-20-8,0,Inactive,0,Inactive
lewisite,541-25-3,0,Inactive,0,Inactive
3-methylbutane-1-thiol,541-31-1,0,Inactive,0,Inactive
"1,1-dichlorobutane",541-33-3,0,Inactive,0,Inactive
Butyramide,541-35-5,0,Inactive,0,Inactive
Acetoacetic Acid,541-50-4,0,Inactive,0,Inactive
3-oxobutanoic acid,161879-89-6,0,Inactive,0,Inactive
"2,4-dimethylthiazole",541-58-2,0,Inactive,0,Inactive
furtrethonium iodide,541-64-0,0,Inactive,0,Inactive
"1,3-DIOXOLANE-4-METHANAMINIUM, N,N,N-TRIMETHYL-",541-66-2,0,Inactive,0,Inactive
2-aminoadipic acid,542-32-5,0,Inactive,0,Inactive
(Z)-9-cycloheptadecen-1-one,542-46-1,0,Suspicious,1,Weak
tuberculostearic acid,542-47-2,0,Inactive,0,Inactive
isobutyl formate,542-55-2,0,Inactive,0,Inactive
2-hydroxyethyl acetate,542-59-6,0,Inactive,0,Inactive
"Poly(oxy-1,2-ethanediyl), ?-acetyl-?-hydroxy-",27613-77-0,0,Inactive,0,Inactive
Laneth-10 acetate,65071-98-9,0,Inactive,0,Inactive
1-iodobutane,542-69-8,0,Inactive,0,Inactive
2-chloroethyl methyl sulphide,542-81-4,0,Inactive,0,Inactive
ethyl isothiocyanate,542-85-8,0,Inactive,0,Inactive
taurocyamine,543-18-0,0,Inactive,0,Inactive
1-chlorohexane,544-10-5,0,Inactive,0,Inactive
cycloheptatriene,544-25-2,0,Inactive,0,Inactive
hentricontan-1-ol,544-86-5,1,VeryWeak,1,VeryWeak
"urs-12-ene-3?,28-diol",545-46-0,0,Suspicious,0,Suspicious
"(3?)-olean-12-ene-3,28-diol",545-48-2,1,VeryWeak,1,VeryWeak
poldine metilsulfate,545-80-2,0,Inactive,0,Inactive
"[3R-(3?,3a?,7?,8a?)]-octahydro-3,8,8-trimethyl-6-methylene-1H-3a,7-methanoazulene",546-28-1,0,Suspicious,0,Suspicious
Oxpheneridine and its salts,546-32-7,0,Inactive,0,Inactive
"3,3,6-trimethylhepta-1,5-dien-4-one",546-49-6,0,Inactive,0,Suspicious
2-methyl-5-(1-methylethyl)bicyclo[3.1.0]hexan-2-ol,546-79-2,0,Suspicious,0,Suspicious
"(1?,2?,5?)-2-methyl-5-(1-methylethyl)bicyclo[3.1.0]hexan-2-ol",15537-55-0,0,Suspicious,0,Suspicious
"(1?,2?,5?)-2-methyl-5-(1-methylethyl)bicyclo[3.1.0]hexan-2-ol",17699-16-0,0,Suspicious,0,Suspicious
"sodium 4-(2,4-dihydroxyphenylazo)benzenesulphonate",547-57-9,0,Suspicious,0,Suspicious
sodium 4-(4-dimethylaminophenylazo)benzenesulphonate,547-58-0,0,Inactive,0,Inactive
"(1?,2?,5?)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",547-60-4,0,Suspicious,0,Suspicious
"2,6,6-Trimethyl-bicyclo[3.1.1]heptan-3-one",14575-93-0,0,Suspicious,0,Suspicious
methyl isobutyrate,547-63-7,0,Inactive,0,Inactive
"2-HYDROXYPROPANOIC ACID, METHYL ESTER",547-64-8,0,Inactive,0,Inactive
"3?,6?,7?-trihydroxy-5?-cholan-24-oic acid",547-75-1,1,VeryWeak,0,Suspicious
a-Muricholic acid,2393-58-0,1,VeryWeak,0,Suspicious
"3a,6b,7b-Trihydroxy-5b-cholanoic acid",2393-59-1,1,VeryWeak,0,Suspicious
muricholic acid,39016-49-4,1,VeryWeak,0,Suspicious
"3,7,12-trihydroxycholestan-26-oic acid",547-98-8,1,VeryWeak,1,VeryWeak
"1,3,4,6,8,13-hexahydroxy-10,11-dimethylphenanthro[1,10,9,8-opqra]perylene-7,14-dione",548-04-9,1,VeryWeak,1,VeryWeak
"2-(4,5-dibromo-3,6-dihydroxy-2,7-dinitroxanthen-9-yl)-benzoic acid, disodium salt",548-24-3,0,Inactive,0,Inactive
PYRVINIUM CHLORIDE,548-84-5,0,Inactive,0,Inactive
3-Hydroxyanthranilic Acid,548-93-6,0,Inactive,0,Inactive
furostilbestrol,549-40-6,0,Suspicious,0,Suspicious
quinine valerate,549-66-6,0,Inactive,0,Inactive
amisometradine,550-28-7,0,Inactive,0,Inactive
Purine Riboside,550-33-4,0,Inactive,0,Inactive
3-methyl-4-nitro-1-p-nitrophenyl-5-pyrazolone,550-74-3,0,Inactive,0,Inactive
amopyroquine,550-81-2,0,Inactive,0,Inactive
3-butylidenephthalide,551-08-6,0,Inactive,0,Inactive
"[1aR-(1a?,4?,4a?,7?,7a?,7b?)]-decahydro-1,1,4,7-tetramethyl-1H-cycloprop[e]azulen-4-ol",552-02-3,1,VeryWeak,1,VeryWeak
LEDOL,577-27-5,1,VeryWeak,1,VeryWeak
Diampromide,552-25-0,0,Inactive,0,Inactive
"(S)-2-(3,4-dihydroxyphenyl)-2,3-dihydro-5,7-dihydroxy-4-benzopyrone",552-58-9,1,VeryWeak,1,Strong
(?)-ERIODICTYOL,4049-38-1,1,VeryWeak,1,Strong
(+/-)-(hydroxymethyl)phenylacetic acid,552-63-6,0,Inactive,0,Inactive
TROPIC ACID,529-64-6,0,Inactive,0,Inactive
Daidzin,552-66-9,1,Weak,1,Moderate
"2,2'-furoin",552-86-3,0,Inactive,0,Inactive
toloconium metilsulfate,552-92-1,0,Suspicious,0,Suspicious
