Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
Glyoxime,557-30-2,0,Inactive,0,Inactive
"trans-2,cis-6-Nonadienal",557-48-2,0,Inactive,0,Inactive
"Nona-2,4-dienal",26370-28-5,0,Inactive,0,Inactive
"trans,trans-nona-2,4-dienal",5910-87-2,0,Inactive,0,Inactive
"nona-2,4-dien-1-al",6750-03-4,0,Inactive,0,Inactive
nonadienal,30551-17-8,0,Inactive,0,Inactive
Tetracosanoic acid,557-59-5,0,Suspicious,1,VeryWeak
lead tetracosanoate,93966-38-2,0,Suspicious,1,VeryWeak
1-Octacosanol,557-61-9,1,VeryWeak,1,VeryWeak
"1-Octacosanol, aluminum salt",67905-27-5,1,VeryWeak,1,VeryWeak
"1-Propene, 2-chloro-",557-98-2,0,Inactive,0,Inactive
"3,3-Dimethyl-1-butene",558-37-2,0,Inactive,0,Inactive
"3,6-Diacetylmorphine",561-27-3,0,Inactive,0,Inactive
(-)-Heroin hydrochloride,1502-95-0,0,Inactive,0,Inactive
"Pentane,3,3-dimethyl-",562-49-2,0,Inactive,0,Inactive
4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol,562-74-3,0,Suspicious,0,Suspicious
ZINC03861537,2438-10-0,0,Suspicious,0,Suspicious
"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (r",20126-76-5,0,Suspicious,0,Suspicious
Tri-m-cresyl phosphate,563-04-2,0,Suspicious,1,VeryWeak
Ethion,563-12-2,0,Suspicious,1,VeryWeak
2-Methylbut-1-ene,563-46-2,0,Inactive,0,Inactive
2-METHYL-1-PENTENE,763-29-1,0,Inactive,0,Inactive
3-Chloro-2-methylpropene,563-47-3,0,Inactive,0,Inactive
"1,1-Dichloropropene",563-58-6,0,Inactive,0,Inactive
DICHLOROPROPENE,26952-23-8,0,Inactive,0,Inactive
3-Methyl-2-butanone,563-80-4,0,Inactive,0,Suspicious
3-Chloro-2-butanol,563-84-8,0,Inactive,0,Inactive
(3aR)-(+)-Sclareolide,564-20-5,0,Suspicious,0,Suspicious
Doxycycline,564-25-0,0,Inactive,0,Inactive
Doxycycline hydrochloride,10592-13-9,0,Inactive,0,Inactive
Doxycycline hyclate,24390-14-5,0,Inactive,0,Inactive
"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, hydrate (1:1), (4S,4aR,5S,5aR,6R,12aS)-",17086-28-1,0,Inactive,0,Inactive
11-Keto-testosterone,564-35-2,1,VeryWeak,1,Weak
"6,6-Dimethylbicyclo[3.1.1]heptane-2-carbaldehyde",564-94-3,0,Inactive,0,Inactive
Metahexamide,565-33-3,0,Inactive,0,Inactive
3-Methyl-2-pentanone,565-61-7,0,Inactive,0,Suspicious
"3-Penten-2-one, 3-methyl-",565-62-8,0,Suspicious,0,Suspicious
"2,4-Dimethylpentan-3-one",565-80-0,0,Suspicious,0,Suspicious
4-Hydroxyandrostenedione,566-48-3,1,Weak,1,Strong
16-Ketoestradiol,566-75-6,1,Strong,1,Strong
Chlorotrianisene,569-57-3,0,Suspicious,0,Suspicious
Malachite green,569-64-2,0,Suspicious,0,Suspicious
Malachite green oxalate,2437-29-8,0,Suspicious,0,Suspicious
Malachite green parent (cation),10309-95-2,0,Suspicious,0,Suspicious
C.I. Basic green 4 oxalate (1:x),18015-76-4,0,Suspicious,0,Suspicious
"dimethyl[4-[4-(dimethylamino)-?-phenylbenzylidene]-2,5-cyclohexadien-1-ylidene]ammonium hydrogen sulphate",16044-24-9,0,Suspicious,0,Suspicious
"[4-[?-[4-(dimethylamino)phenyl]benzylidene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium acetate",41272-40-6,0,Suspicious,0,Suspicious
Meclizine,569-65-3,0,Inactive,0,Inactive
Meclozine dihydrochloride,1104-22-9,0,Inactive,0,Inactive
Meclizine HCl,31884-77-2,0,Inactive,0,Inactive
2-Methyl-6-nitroaniline,570-24-1,0,Inactive,0,Inactive
3beta-Androstanediol,571-20-0,1,Weak,1,Strong
3alpha-Androstanediol,1852-53-5,1,Weak,1,Strong
"5b-Androstane-3a,17b-diol",1851-23-6,1,Weak,1,Strong
"Androstane-3,17-diol",25126-76-5,1,Weak,1,Strong
"1,4-Dimethylnaphthalene",571-58-4,0,Suspicious,0,Suspicious
9-Bromophenanthrene,573-17-1,1,VeryWeak,1,VeryWeak
Acetomenaphthone,573-20-6,0,Inactive,0,Inactive
"2,6-Dinitrophenol",573-56-8,0,Inactive,0,Suspicious
C.I. Direct Red 28,573-58-0,0,Inactive,0,Inactive
C.I. Direct Red 28 parent,14684-01-6,0,Inactive,0,Inactive
C.I. Acid orange 7 parent,573-89-7,0,Inactive,0,Inactive
C.I. Acid Orange 7,633-96-5,0,Inactive,0,Inactive
Benzoin acetate,574-06-1,0,Suspicious,0,Suspicious
Thioinosine,574-25-4,0,Inactive,0,Inactive
"Phthalocyanine mixture, undefined",574-93-6,0,Suspicious,0,Inactive
"[29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]magnesium",1661-03-6,0,Suspicious,0,Inactive
"[29H,31H-phthalocyaninato-N29,N30,N31,N32]cobalt",3317-67-7,0,Suspicious,0,Inactive
"oxo[29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]vanadium",13930-88-6,0,Suspicious,0,Inactive
"[29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]zinc",14320-04-8,0,Suspicious,0,Inactive
"29H,31H-Phthalocyanine, disodium salt",25476-27-1,0,Suspicious,0,Inactive
"29H,31H-Phthalocyanine, dilithium salt",25510-41-2,0,Suspicious,0,Inactive
"Copper, [29H,31H-phthalocyaninato( 2-)-N29,N30,N31,N32]-, chlorosulfonyl sulfo derivs., compds. with 2-(dimethylamino)ethanol",90247-35-1,0,Suspicious,0,Inactive
PIGMENT BLUE 15,147-14-8,0,Suspicious,0,Inactive
"1,6-Dimethylnaphthalene",575-43-9,0,Suspicious,0,Suspicious
"Naphthalene-1,6-diol",575-44-0,1,Weak,1,Weak
"2,3-Dichlorophenol",576-24-9,0,Suspicious,0,Suspicious
"2,6-Dimethylphenol",576-26-1,0,Suspicious,0,Suspicious
Dimethylphenol,1300-71-6,0,Suspicious,0,Suspicious
"Phenol, 2,6-dimethyl-, homopolymer",25134-01-4,0,Suspicious,0,Suspicious
"Phenol, 2,6-dimethyl-, phosphate (3:1)",121-06-2,0,Suspicious,0,Suspicious
"2,3,4,5-Tetrabromo-6-methylphenol",576-55-6,0,Suspicious,0,Suspicious
Mannomustine,576-68-1,0,Inactive,0,Inactive
2-Nitroacetophenone,577-59-3,0,Inactive,0,Inactive
Iodoalphionic acid,577-91-3,1,VeryWeak,1,VeryWeak
pheniodol sodium,7009-60-1,1,VeryWeak,1,VeryWeak
5-Methyl-2-nitroaniline,578-46-1,0,Inactive,0,Inactive
2-Ethylaniline,578-54-1,0,Inactive,0,Inactive
"Formaldehyde, polymer with benzenamine and 2-ethylbenzenamine",69178-40-1,0,Inactive,0,Inactive
7-Methylguanine,578-76-7,0,Inactive,0,Inactive
Diphenylaminechloroarsine,578-94-9,0,Inactive,0,Inactive
Cyclovalone,579-23-7,1,VeryWeak,0,Suspicious
Diloxanide,579-38-4,0,Suspicious,0,Inactive
"2,6-Diethylaniline",579-66-8,0,Inactive,0,Inactive
Chlorazine,580-48-3,0,Inactive,0,Inactive
3-Phenylphenol,580-51-8,1,Moderate,1,Weak
"2,6-Dimethylnaphthalene",581-42-0,1,VeryWeak,1,VeryWeak
DIMETHYLNAPHTHALENE (mixture of isomers),28804-88-8,1,VeryWeak,1,VeryWeak
Debrisoquin sulfate,581-88-4,0,Inactive,0,Inactive
Debrisoquin,1131-64-2,0,Inactive,0,Inactive
Ethyl 3-aminobenzoate,582-33-2,0,Suspicious,0,Inactive
Ethyl 3-aminobenzoate methanesulfonic acid salt,886-86-2,0,Suspicious,0,Inactive
Fenipentol,583-03-9,0,Inactive,0,Inactive
2-Mercaptobenzimidazole,583-39-1,0,Inactive,0,Inactive
"1,2-Dibromobenzene",583-53-9,0,Inactive,0,Inactive
DIBROMOBENZENE,26249-12-7,0,Inactive,0,Inactive
"3,4-Dimethylpyridine",583-58-4,0,Inactive,0,Inactive
2-Methylcyclohexanone,583-60-8,0,Suspicious,0,Suspicious
"Cyclohexanone, methyl-, polymer with cyclohexanone, methylated",69227-18-5,0,Suspicious,0,Suspicious
"2,5-Dichlorophenol",583-78-8,0,Suspicious,0,Suspicious
"Phenol, 2,5-dichloro-, sodium salt",52166-72-0,0,Suspicious,0,Suspicious
"Phenol, 2,5-dichloro-, potassium salt",68938-81-8,0,Suspicious,0,Suspicious
"1,2-Butanediol",584-03-2,0,Inactive,0,Inactive
"4-Amino-1,2,4-triazole",584-13-4,0,Inactive,0,Inactive
Allethrin,584-79-2,0,Inactive,0,Inactive
S-Bioallethrin,28434-00-6,0,Inactive,0,Inactive
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-(2-propenyl)-2-cyclopenten-1-yl ester, (1.alpha.(S*),3.beta.)-(.+-).-",42534-61-2,0,Inactive,0,Inactive
d-trans allethrin,28057-48-9,0,Inactive,0,Inactive
"Allethrin stereoisomers (Bioallethrin, Esbiol, Esbiothrin, Pynamin Forte)",231937-89-6,0,Inactive,0,Inactive
"Toluene-2,4-diisocyanate",584-84-9,0,Inactive,0,Inactive
Toluene diisocyanate,26471-62-5,0,Inactive,0,Inactive
"Benzene, 2,4-diisocyanato-1-methyl-, homopolymer",26006-20-2,0,Inactive,0,Inactive
"Benzene, 2,4-diisocyanato-1-methyl-, polymers with hydroxy-terminated polybutadiene",68951-56-4,0,Inactive,0,Inactive
"Oxirane, methyl-, polymer with 2,4-diisocyanato-1-methylbenzene and oxirane, nonylphenol-blocked",103458-32-8,0,Inactive,0,Inactive
"1,2-Propanediol, polymer with 2,4-diisocyanato-1-methylbenzene and methyloxirane",103837-43-0,0,Inactive,0,Inactive
TOLUENE DIISOCYANATE (Mixture of isomers),1321-38-6,0,Inactive,0,Inactive
"2,4-Diisocyanato-1-methylbenzene",59539-76-3,0,Inactive,0,Inactive
3-tert-Butylphenol,585-34-2,1,Weak,1,Weak
Lactitol,585-86-4,0,Inactive,0,Inactive
4-O-alpha-D-Glucopyranosyl-D-glucitol,585-88-6,0,Inactive,0,Inactive
D-Lactitol monohydrate,81025-04-9,0,Inactive,0,Inactive
Metaproterenol,586-06-1,0,Suspicious,0,Suspicious
Orciprenaline sulfate,5874-97-5,0,Suspicious,0,Suspicious
Terpinolene,586-62-9,0,Inactive,0,Inactive
Furaspor,586-84-5,0,Inactive,0,Inactive
Piconol,586-98-1,0,Inactive,0,Inactive
3-Ethylaniline,587-02-0,0,Inactive,0,Inactive
3-Methylbenzyl alcohol,587-03-1,0,Suspicious,0,Suspicious
Propyliodone,587-61-1,0,Inactive,0,Inactive
Dihydrokavain,587-63-3,0,Inactive,0,Inactive
2-Chloro-N-phenylacetamide,587-65-5,0,Inactive,0,Inactive
2-CHLOROACETANILIDE,533-17-5,0,Inactive,0,Inactive
3-CHLOROACETANILIDE,588-07-8,0,Inactive,0,Inactive
"C.I. Acid yellow 36, monosodium salt",587-98-4,0,Inactive,0,Inactive
N-Benzylacetamide,588-46-5,0,Inactive,0,Inactive
N-Allylaniline,589-09-3,0,Inactive,0,Inactive
"Benzene,(2-bromoethoxy)-",589-10-6,0,Inactive,0,Inactive
4-Bromobenzyl bromide,589-15-1,0,Suspicious,0,Suspicious
4-Ethylaniline,589-16-2,0,Inactive,0,Inactive
4-Methylbenzyl alcohol,589-18-4,0,Suspicious,0,Suspicious
3-Methylhexane,589-34-4,0,Inactive,0,Inactive
"Alkanes, C7-8-iso-",70024-92-9,0,Inactive,0,Inactive
3-Hexanone,589-38-8,0,Inactive,0,Suspicious
hex-2-en-3-ol,16239-11-5,0,Inactive,0,Suspicious
2-Methylpropyl but-2-enoate,589-66-2,0,Inactive,0,Inactive
2-Methylpropyl (2E)-but-2-enoate,73545-15-0,0,Inactive,0,Inactive
"Tetradecanoic acid, 2,3-dihydroxypropyl ester",589-68-4,0,Inactive,0,Inactive
Glyceryl monomyristate,27214-38-6,0,Inactive,0,Inactive
"Glycerides, C16-18",68002-71-1,0,Inactive,0,Inactive
Butyl propionate,590-01-2,0,Inactive,0,Inactive
Bromoacetonitrile,590-17-0,0,Inactive,0,Inactive
"1,2-Butadiene",590-19-2,0,Inactive,0,Inactive
1-Chloropropene,590-21-6,0,Inactive,0,Inactive
"1-PROPENE, 1-CHLORO-, (E)-",16136-85-9,0,Inactive,0,Inactive
"1-PROPENE, 1-CHLORO-, (Z)-",16136-84-8,0,Inactive,0,Inactive
Potassium cyanate,590-28-3,0,Inactive,0,Inactive
isocyanic acid,75-13-8,0,Inactive,0,Inactive
mercury difulminate,628-86-4,0,Inactive,0,Inactive
sodium cyanate,917-61-3,0,Inactive,0,Inactive
silver cyanate,3315-16-0,0,Inactive,0,Inactive
"Cyanic acid, calcium salt",6860-10-2,0,Inactive,0,Inactive
Cyanate,71000-82-3,0,Inactive,0,Inactive
CYANIC ACID,420-05-3,0,Inactive,0,Inactive
cyanate,661-20-1,0,Inactive,0,Inactive
Bethanechol,590-63-6,0,Inactive,0,Inactive
Bethanechol parent,674-38-4,0,Inactive,0,Inactive
3-Methylbutanal,590-86-3,0,Suspicious,0,Suspicious
Methylazoxymethanol,590-96-5,0,Inactive,0,Inactive
alpha-Angelica lactone,591-12-8,0,Inactive,0,Inactive
Angelica Lactone,1333-38-6,0,Inactive,0,Inactive
3-Bromotoluene,591-17-3,0,Inactive,0,Inactive
"3,5-Dimethylpyridine",591-22-0,0,Inactive,0,Inactive
3-Aminophenol,591-27-5,0,Suspicious,0,Suspicious
3-hydroxyanilinium chloride,51-81-0,0,Suspicious,0,Suspicious
bis[(3-hydroxyphenyl)ammonium] sulphate,68239-81-6,0,Suspicious,0,Suspicious
3-Methoxybenzaldehyde,591-31-1,0,Suspicious,0,Suspicious
"3,5-Dichlorophenol",591-35-5,0,Suspicious,0,Suspicious
2-Methylhexane,591-76-4,0,Inactive,0,Inactive
isoheptane,31394-54-4,0,Inactive,0,Inactive
2-Hexanone,591-78-6,0,Inactive,0,Suspicious
hexanone,30637-87-7,0,Inactive,0,Suspicious
4-Pentenoic acid,591-80-0,0,Inactive,0,Inactive
Allyl acetate,591-87-7,0,Inactive,0,Inactive
1-Chlorobut-2-ene,591-97-9,0,Inactive,0,Inactive
1-Chloro-but-2-ene,4628-21-1,0,Inactive,0,Inactive
"2-Butene, 1-chloro-, (E)-",4894-61-5,0,Inactive,0,Inactive
N-Butylurea,592-31-4,0,Inactive,0,Inactive
1-Hexene,592-41-6,0,Inactive,0,Inactive
"Alkenes, C6-9 ?-",68526-99-8,0,Inactive,0,Inactive
"Alkenes, C6-7 ?-",68783-15-3,0,Inactive,0,Inactive
HEXENE - Mixture of isomers,25264-93-1,0,Inactive,0,Inactive
hex-1-ene,153522-12-4,0,Inactive,0,Inactive
"1,5-Hexadiene",592-42-7,0,Inactive,0,Inactive
"1,4-Hexadiene",592-45-0,0,Inactive,0,Inactive
"POLY(ETHYLENE-CO-1,4-HEXADIENE-CO-PROPYLENE)",25038-37-3,0,Inactive,0,Inactive
"TRANS-1,4-HEXADIENE",7319-00-8,0,Inactive,0,Inactive
"(4E)-hexa-1,4-diene
hexa-1,4-diene",7318-67-4,0,Inactive,0,Inactive
"2,4-Hexadiene",592-46-1,0,Inactive,0,Inactive
"Hydrocarbons, C4-10-unsatd.",68514-38-5,0,Inactive,0,Inactive
"2,4-HEXADIENE (TRANS,TRANS)",5194-51-4,0,Inactive,0,Inactive
"2,4-HEXADIENE (CIS,TRANS)",5194-50-3,0,Inactive,0,Inactive
4-Pentenenitrile,592-51-8,0,Inactive,0,Inactive
Methylazoxymethanol acetate,592-62-1,0,Inactive,0,Inactive
2-Tridecanone,593-08-8,0,Suspicious,0,Suspicious
Octadecane,593-45-3,0,Suspicious,1,VeryWeak
"Alkanes,C18-C70",70913-86-9,0,Suspicious,1,VeryWeak
1-Triacontanol,593-50-0,1,VeryWeak,1,VeryWeak
"1-Triacontanol, aluminum salt",67905-26-4,1,VeryWeak,1,VeryWeak
Vinyl bromide,593-60-2,0,Inactive,0,Inactive
Chlorofluoromethane,593-70-4,0,Inactive,0,Inactive
Dichloroiodomethane,594-04-7,0,Inactive,0,Inactive
Tribromochloromethane,594-15-0,0,Inactive,0,Inactive
Dibromodichloromethane,594-18-3,0,Inactive,0,Inactive
"2,2-Dichloropropane",594-20-7,0,Inactive,0,Inactive
Perchloromethylmercaptan,594-42-3,0,Inactive,0,Inactive
2-Hydroxyisobutyric acid,594-61-6,0,Inactive,0,Inactive
"2,2,2-Trichloroacetamide",594-65-0,0,Inactive,0,Inactive
2-Chloro-2-nitropropane,594-71-8,0,Inactive,0,Inactive
"1,1-Dichloro-1-nitroethane",594-72-9,0,Inactive,0,Inactive
Megestrol acetate,595-33-5,1,Weak,1,VeryWeak
"2,2-Dimethylbutanoic acid",595-37-9,0,Inactive,0,Inactive
"4',5'-Dibromofluorescein",596-03-2,1,Weak,1,Weak
Glycopyrrolate bromide,596-51-0,0,Inactive,0,Inactive
Glycopyrrolate,13283-82-4,0,Inactive,0,Inactive
RITROPIRRONIUM BROMIDE,53808-86-9,0,Inactive,0,Inactive
Manool,596-85-0,0,Suspicious,0,Suspicious
"2-Ethyl-2-nitro-1,3-propanediol",597-09-1,0,Inactive,0,Inactive
Dimethyl morpholinophosphoramidate,597-25-1,0,Inactive,0,Inactive
"Propanal, 3-hydroxy-2,2-dimethyl-",597-31-9,0,Inactive,0,Inactive
"2,2-Dimethylbutanedioic acid",597-43-3,0,Inactive,0,Inactive
"Phosphorothioic acid, O,O,O-triphenyl ester",597-82-0,1,VeryWeak,1,VeryWeak
Diethyl hydrogen phosphate,598-02-7,0,Inactive,0,Inactive
1-Ethyl-3-methylimidazolium diethylphosphate,848641-69-0,0,Inactive,0,Inactive
"diethyl hydrogen phosphate, compound with triethylamine (1:1)",5802-76-6,0,Inactive,0,Inactive
Tribromoethene,598-16-3,0,Inactive,0,Inactive
"2,2-Dichloroethanol",598-38-9,0,Inactive,0,Inactive
Methyl carbamate,598-55-0,0,Inactive,0,Inactive
"N,N-Dimethylethylamine",598-56-1,0,Inactive,0,Inactive
"error during interpretation of InChI=1S/C4H11N/c1-4-5(2)3/h4H2,1-3H3 as http://cactus.nci.nih.gov/chemical/structure/InChI=1S/C4H11N/c1-4-5(2)3/h4H2,1-3H3/iupac_name#",70955-13-4,0,Inactive,0,Inactive
Methylnitramine,598-57-2,0,Inactive,0,Inactive
2-Bromopropionic acid,598-72-1,0,Inactive,0,Inactive
"1,2-Dimethylpropylamine",598-74-3,0,Inactive,0,Inactive
"1,1,2-Trichloropropane",598-77-6,0,Inactive,0,Inactive
2-Chloropropanoic acid,598-78-7,0,Inactive,0,Inactive
Dibromonitromethane,598-91-4,0,Inactive,0,Inactive
Methyl pivalate,598-98-1,0,Inactive,0,Inactive
"3,3'-Sulphonyldianiline",599-61-1,0,Inactive,0,Inactive
4-Cumylphenol,599-64-4,1,Weak,1,Strong
Sulfasalazine,599-79-1,0,Inactive,0,Inactive
Sulfaperin,599-88-2,0,Inactive,0,Inactive
"2,3-Dibromopropionic acid",600-05-5,0,Inactive,0,Inactive
"2,3-Pentanedione",600-14-6,0,Inactive,0,Suspicious
DL-2-Hydroxybutyric acid,600-15-7,0,Inactive,0,Inactive
Methylpyruvate,600-22-6,0,Inactive,0,Suspicious
2-Nitrobutane,600-24-8,0,Inactive,0,Inactive
1-Chloro-1-nitropropane,600-25-9,0,Inactive,0,Inactive
"2,4-Dimethyl-3-pentanol",600-36-2,0,Inactive,0,Inactive
"2,3-Dinitrotoluene",602-01-7,0,Inactive,0,Inactive
"1,8-Dinitronaphthalene",602-38-0,0,Inactive,0,Inactive
Thiocolchicoside,602-41-5,0,Inactive,0,Inactive
Ethidium chloride (ET),602-52-8,0,Inactive,0,Suspicious
Ethidium bromide,1239-45-8,0,Inactive,0,Suspicious
Ethidium,3546-21-2,0,Inactive,0,Suspicious
9-Nitroanthracene,602-60-8,1,VeryWeak,1,VeryWeak
5-Nitroacenaphthene,602-87-9,0,Suspicious,0,Inactive
Proxyphylline,603-00-9,0,Inactive,0,Inactive
Triphenylamine,603-34-9,0,Suspicious,1,VeryWeak
Triphenylphosphine,603-35-0,0,Suspicious,1,VeryWeak
dibromobis(triphenylphosphine)cobalt,14126-32-0,0,Suspicious,1,VeryWeak
bis(triphenylphosphine)nickel(II) chloride,14264-16-5,0,Suspicious,1,VeryWeak
Aurin,603-45-2,1,VeryWeak,1,Moderate
Bisacodyl,603-50-9,0,Inactive,0,Inactive
asym-Diphenylurea,603-54-3,0,Inactive,0,Inactive
DIPHENYLUREA,26763-63-3,0,Inactive,0,Inactive
2-Methyl-3-nitroaniline,603-83-8,0,Inactive,0,Inactive
Deptropine,604-51-3,0,Inactive,0,Inactive
Deptropine citrate,2169-75-7,0,Inactive,0,Inactive
alpha-Naphthoflavone,604-59-1,1,Weak,1,Weak
Oxazepam,604-75-1,0,Inactive,0,Inactive
2-Hydroxyanthraquinone,605-32-3,1,Weak,1,Moderate
Diisopropyl phthalate,605-45-8,0,Suspicious,1,VeryWeak
"1,5-Dinitronaphthalene",605-71-0,0,Inactive,0,Inactive
Carbocyanine,605-91-4,0,Inactive,0,Inactive
Quinaldine Blue parent,20187-38-6,0,Inactive,0,Inactive
quinaldine blue,2768-90-3,0,Inactive,0,Inactive
"2,6-Dinitrotoluene",606-20-2,0,Inactive,0,Inactive
"2,6-Dinitrochlorobenzene",606-21-3,0,Inactive,0,Inactive
"1,3-Dinitronaphthalene",606-37-1,0,Inactive,0,Inactive
Methyl 2-methoxybenzoate,606-45-1,0,Inactive,0,Inactive
"N,N-Diphenylformamide",607-00-1,0,Suspicious,1,VeryWeak
8-Nitroquinoline,607-35-2,0,Inactive,0,Inactive
2-Nitrofluorene,607-57-8,0,Suspicious,0,Suspicious
Diethyl benzylmalonate,607-81-8,0,Inactive,0,Inactive
Salicylic acid p-tolyl ester,607-88-5,1,Weak,1,Weak
Propyl salicylate,607-90-9,1,Weak,1,Weak
Myristicin,607-91-0,0,Inactive,0,Inactive
"2-Methyl-1,3-benzenediol",608-25-3,0,Suspicious,0,Suspicious
"2,3-Dichloroaniline",608-27-5,0,Inactive,0,Inactive
"Benzenamine, ar,ar-dichloro-",27134-27-6,0,Inactive,0,Inactive
"2,6-Dichloroaniline",608-31-1,0,Inactive,0,Inactive
Pentabromophenol,608-71-9,0,Suspicious,0,Suspicious
Pentachlorobenzene,608-93-5,0,Inactive,0,Inactive
AROCLOR 1221,11104-28-2,0,Inactive,0,Inactive
AROCLOR 1232,11141-16-5,0,Inactive,0,Inactive
AROCLOR 1242,53469-21-9,0,Inactive,0,Inactive
Ethyl-2-methyl acetoacetate,609-14-3,0,Inactive,0,Inactive
Ethyl 2-chloroacetoacetate,609-15-4,0,Inactive,0,Inactive
"3,4,5-Trichlorophenol",609-19-8,0,Suspicious,0,Suspicious
"2,6-Dichloro-1,4-benzenediamine",609-20-1,0,Inactive,0,Inactive
"2,4,6-Triiodophenol",609-23-4,0,Suspicious,0,Suspicious
2-Nitro-1-butanol,609-31-4,0,Inactive,0,Inactive
"2,5-Dimethylbenzenesulfonic acid",609-54-1,0,Inactive,0,Inactive
"Sodium 2,5-dimethylbenzenesulfonate",827-19-0,0,Inactive,0,Inactive
2-Chlorobenzamide,609-66-5,0,Inactive,0,Inactive
"N,N,2-Trimethylaniline",609-72-3,0,Inactive,0,Inactive
"N,N-Dimethyl Toluidine",29256-93-7,0,Inactive,0,Inactive
"4-Methyl-2,6-dinitrophenol",609-93-8,0,Suspicious,0,Suspicious
2-Nitrobenzoyl chloride,610-14-0,0,Inactive,0,Inactive
2-Nitrobenzamide,610-15-1,0,Inactive,0,Inactive
"3,4-Dinitrotoluene",610-39-9,0,Inactive,0,Inactive
(2-Nitrophenyl)acetonitrile,610-66-2,0,Inactive,0,Inactive
Methyl 2-chlorobenzoate,610-96-8,0,Inactive,0,Inactive
"2,4-Dichloronitrobenzene",611-06-3,0,Inactive,0,Inactive
"2,4-DICHLORONITROBENZENE",89-61-2,0,Inactive,0,Inactive
5-Nitroisatin,611-09-6,0,Inactive,0,Inactive
1-Ethyl-2-methylbenzene,611-14-3,0,Inactive,0,Inactive
METHYL ETHYL BENZENE,25550-14-5,0,Inactive,0,Inactive
2-Chlorobenzyl chloride,611-19-8,0,Inactive,0,Inactive
"Benzonitrile, 2-hydroxy-",611-20-1,0,Suspicious,0,Suspicious
2-Nitrosotoluene,611-23-4,0,Inactive,0,Inactive
8-Methylquinoline,611-32-5,0,Inactive,0,Inactive
"1,7-Dimethylxanthine",611-59-6,0,Inactive,0,Inactive
Isopropyl phenyl ketone,611-70-1,0,Suspicious,0,Inactive
Bromhexine hydrochloride,611-75-6,0,Inactive,0,Inactive
Bromhexine,3572-43-8,0,Inactive,0,Inactive
"1,3-Dimethyl-1,3-diphenylurea",611-92-7,0,Inactive,0,Inactive
"4,4'-Dihydoxybenzophenone",611-99-4,1,VeryWeak,1,Moderate
"1,1-Diphenylethane",612-00-0,1,Weak,1,VeryWeak
(phenylethyl)benzene,38888-98-1,1,Weak,1,VeryWeak
"1,2-Bis(chloromethyl)benzene",612-12-4,0,Inactive,0,Inactive
2-Nitrobenzyl chloride,612-23-7,0,Inactive,0,Inactive
"Quinoline, 6-ethoxy-2,4-dimethyl-",612-50-0,0,Inactive,0,Inactive
7-Methylquinoline,612-60-2,0,Inactive,0,Inactive
N-Nitroso-N-ethylaniline,612-64-6,0,Inactive,0,Inactive
Methylene Blue parent (Leucomethylene blue),613-11-6,0,Inactive,0,Inactive
2-Aminoanthracene,613-13-8,1,VeryWeak,1,Weak
"N,N'-Diacetylbenzidine",613-35-4,0,Inactive,0,Inactive
"2,4-Dimethoxybenzaldehyde",613-45-6,0,Suspicious,0,Suspicious
6-Nitroquinoline,613-50-3,0,Inactive,0,Inactive
WB 4101,613-67-2,0,Inactive,0,Inactive
WB4101 hydrochloride,2170-58-3,0,Inactive,0,Inactive
N-Methylbenzamide,613-93-4,0,Inactive,0,Inactive
Benzoyl hydrazine,613-94-5,0,Inactive,0,Inactive
Nitrosomethylaniline,614-00-6,0,Inactive,0,Suspicious
Ethyl nicotinate,614-18-6,0,Inactive,0,Inactive
tert-Butyl perbenzoate,614-45-9,0,Inactive,0,Inactive
1-Isocyanato-2-methylbenzene,614-68-6,0,Inactive,0,Inactive
2-Acetamidophenol,614-80-2,0,Inactive,0,Inactive
Nitrosoethylurethane,614-95-9,0,Inactive,0,Inactive
"2,4-Diaminoanisole",615-05-4,0,Inactive,0,Inactive
"2,4-Diaminoanisole sulfate",39156-41-7,0,Inactive,0,Inactive
"2,4-Diaminoanisole sulfate hydrate",123333-56-2,0,Inactive,0,Inactive
"4-methoxybenzene-1,3-diamine sulphate",6219-67-6,0,Inactive,0,Inactive
"1,3-Dihydro-2H-inden-2-one",615-13-4,0,Suspicious,1,VeryWeak
2-Chlorobenzothiazole,615-20-3,0,Inactive,0,Inactive
N-Nitroso-N-methylurethane,615-53-2,0,Inactive,0,Inactive
"1,2,4-Tribromobenzene",615-54-3,0,Inactive,0,Inactive
TRIBROMOPHENOLS,25376-38-9,0,Inactive,0,Inactive
"2,4-Dibromophenol",615-58-7,0,Suspicious,0,Suspicious
"2,5-Dibromotoluene",615-59-8,0,Inactive,0,Inactive
2-Chloro-4-methylaniline,615-65-6,0,Inactive,0,Inactive
