ideal_ligand,protein,native_ligand,CNN_pose,CNN_VS,RMSD
85-68-7_min,1GWR,EST_redock_1GWR,0.8462,4.8423,inf
85-68-7_min,1ERE,EST_redock_1ERE,0.8398,4.8482,inf
85-68-7_min,6CBZ,EST_redock_6CBZ,0.8376,4.6333,inf
85-68-7_min,4TUZ,36J_redock_4TUZ,0.8290,4.8730,inf
85-68-7_min,4MGC,27M_redock_4MGC,0.8260,5.2319,inf
85-68-7_min,3UU7,2OH_redock_3UU7,0.7945,4.6654,inf
85-68-7_min,4MGA,27L_redock_4MGA,0.7729,4.7216,inf
85-68-7_min,3ERD,DES_redock_3ERD,0.6853,3.6555,inf
85-68-7_min,1G50,EST_redock_1G50,0.6578,3.9680,inf
85-68-7_min,4ZN7,DES_redock_4ZN7,0.6199,3.3755,inf
90-43-7_min,6CBZ,EST_redock_6CBZ,0.7979,3.8548,inf
90-43-7_min,4ZN7,DES_redock_4ZN7,0.7727,3.8337,inf
90-43-7_min,4MGA,27L_redock_4MGA,0.7611,4.0662,inf
90-43-7_min,1G50,EST_redock_1G50,0.7439,3.5678,inf
90-43-7_min,4TUZ,36J_redock_4TUZ,0.7379,3.4692,inf
90-43-7_min,3UU7,2OH_redock_3UU7,0.7330,3.7863,inf
90-43-7_min,1GWR,EST_redock_1GWR,0.7203,3.3434,inf
90-43-7_min,1ERE,EST_redock_1ERE,0.7043,3.3507,inf
90-43-7_min,4MGC,27M_redock_4MGC,0.6923,3.2656,inf
90-43-7_min,4MG9,27K_redock_4MG9,0.6739,3.2786,inf
90-43-7_min,3UUD,EST_redock_3UUD,0.6451,2.9951,inf
90-43-7_min,3ERD,DES_redock_3ERD,0.6442,3.3682,inf
90-43-7_min,4MG8,27J_redock_4MG8,0.6075,2.7211,inf
92-69-3_min,4MGA,27L_redock_4MGA,0.9280,5.5972,inf
92-69-3_min,1G50,EST_redock_1G50,0.9119,5.3841,inf
92-69-3_min,3ERD,DES_redock_3ERD,0.9044,5.2934,inf
92-69-3_min,4MG9,27K_redock_4MG9,0.8962,5.1884,inf
92-69-3_min,3UU7,2OH_redock_3UU7,0.8959,5.0433,inf
92-69-3_min,3UUD,EST_redock_3UUD,0.8907,4.9031,inf
92-69-3_min,4ZN7,DES_redock_4ZN7,0.8890,5.0560,inf
92-69-3_min,4MG8,27J_redock_4MG8,0.8812,4.7989,inf
92-69-3_min,1ERE,EST_redock_1ERE,0.8801,4.8852,inf
92-69-3_min,1GWR,EST_redock_1GWR,0.8707,4.6810,inf
92-69-3_min,6CBZ,EST_redock_6CBZ,0.8698,4.4996,inf
92-69-3_min,4MGC,27M_redock_4MGC,0.8676,4.9804,inf
92-69-3_min,4TUZ,36J_redock_4TUZ,0.8383,4.3712,inf
97-54-1_min,1G50,EST_redock_1G50,0.8767,4.9498,inf
97-54-1_min,1ERE,EST_redock_1ERE,0.8447,4.6740,inf
97-54-1_min,4MGA,27L_redock_4MGA,0.8319,4.9418,inf
97-54-1_min,4TUZ,36J_redock_4TUZ,0.8239,4.1853,inf
97-54-1_min,3UU7,2OH_redock_3UU7,0.8180,4.4165,inf
97-54-1_min,3UUD,EST_redock_3UUD,0.8121,4.1136,inf
97-54-1_min,6CBZ,EST_redock_6CBZ,0.8096,4.1884,inf
97-54-1_min,4MG9,27K_redock_4MG9,0.8085,4.2145,inf
97-54-1_min,1GWR,EST_redock_1GWR,0.7892,4.0902,inf
97-54-1_min,4MG8,27J_redock_4MG8,0.7728,4.0358,inf
97-54-1_min,3ERD,DES_redock_3ERD,0.7701,4.1793,inf
97-54-1_min,4ZN7,DES_redock_4ZN7,0.7430,3.8639,inf
97-54-1_min,4MGC,27M_redock_4MGC,0.7051,3.8467,inf
99-76-3_min,4ZN7,DES_redock_4ZN7,0.9383,4.7644,inf
99-76-3_min,1GWR,EST_redock_1GWR,0.9143,4.3329,inf
99-76-3_min,4MGA,27L_redock_4MGA,0.9054,4.6102,inf
99-76-3_min,3UUD,EST_redock_3UUD,0.9043,4.0488,inf
99-76-3_min,1G50,EST_redock_1G50,0.9021,4.9072,inf
99-76-3_min,3ERD,DES_redock_3ERD,0.8949,4.5926,inf
99-76-3_min,1ERE,EST_redock_1ERE,0.8895,4.4943,inf
99-76-3_min,6CBZ,EST_redock_6CBZ,0.8875,4.1994,inf
99-76-3_min,4MGC,27M_redock_4MGC,0.8841,4.5378,inf
99-76-3_min,4MG8,27J_redock_4MG8,0.8789,4.1365,inf
99-76-3_min,3UU7,2OH_redock_3UU7,0.8780,4.1369,inf
99-76-3_min,4MG9,27K_redock_4MG9,0.8738,4.5872,inf
99-76-3_min,4TUZ,36J_redock_4TUZ,0.8635,4.2545,inf
