ideal_ligand,protein,native_ligand,CNN_pose,CNN_VS,RMSD
77-40-7_min,1ERE,EST_redock_1ERE,0.9123,6.6962,inf
77-40-7_min,3ERD,DES_redock_3ERD,0.9099,6.6067,inf
77-40-7_min,1GWR,EST_redock_1GWR,0.9003,6.5544,inf
77-40-7_min,6CBZ,EST_redock_6CBZ,0.8649,6.3445,inf
77-40-7_min,4MG9,27K_redock_4MG9,0.8353,5.6991,inf
77-40-7_min,4MG8,27J_redock_4MG8,0.8320,5.7951,inf
77-40-7_min,3UUD,EST_redock_3UUD,0.8309,5.7849,inf
77-40-7_min,4MGC,27M_redock_4MGC,0.8208,5.8404,inf
77-40-7_min,1G50,EST_redock_1G50,0.8084,5.8321,inf
77-40-7_min,4TUZ,36J_redock_4TUZ,0.7653,5.7469,inf
7773-34-4_min,4ZN7,DES_redock_4ZN7,0.8666,6.8432,0.7659
7773-34-4_min,3ERD,DES_redock_3ERD,0.8341,6.3962,0.6867
7773-34-4_min,1GWR,EST_redock_1GWR,0.7614,5.8588,inf
7773-34-4_min,3UUD,EST_redock_3UUD,0.7276,5.4444,inf
7773-34-4_min,3UU7,2OH_redock_3UU7,0.6972,5.1222,inf
7773-34-4_min,6CBZ,EST_redock_6CBZ,0.6963,5.1522,inf
7773-34-4_min,4TUZ,36J_redock_4TUZ,0.6932,5.1394,inf
7773-34-4_min,4MGA,27L_redock_4MGA,0.6817,5.0618,inf
7773-34-4_min,1G50,EST_redock_1G50,0.6661,4.9287,inf
7773-34-4_min,4MGC,27M_redock_4MGC,0.6597,4.8066,inf
7773-34-4_min,1ERE,EST_redock_1ERE,0.6179,4.5552,inf
7773-34-4_min,4MG8,27J_redock_4MG8,0.6140,4.4426,inf
7773-34-4_min,4MG9,27K_redock_4MG9,0.5722,4.3095,inf
789-02-6_min,4MG9,27K_redock_4MG9,0.9777,7.5651,inf
789-02-6_min,4MGA,27L_redock_4MGA,0.9601,6.8361,inf
789-02-6_min,1GWR,EST_redock_1GWR,0.9583,7.1728,inf
789-02-6_min,4MG8,27J_redock_4MG8,0.9521,6.8190,inf
789-02-6_min,3UU7,2OH_redock_3UU7,0.9496,6.6437,inf
789-02-6_min,4TUZ,36J_redock_4TUZ,0.9454,6.7032,inf
789-02-6_min,6CBZ,EST_redock_6CBZ,0.9433,7.0357,inf
789-02-6_min,4MGC,27M_redock_4MGC,0.9054,6.3646,inf
789-02-6_min,1ERE,EST_redock_1ERE,0.9028,6.6297,inf
789-02-6_min,3UUD,EST_redock_3UUD,0.9004,6.5514,inf
789-02-6_min,3ERD,DES_redock_3ERD,0.8998,6.3816,inf
789-02-6_min,1G50,EST_redock_1G50,0.8769,6.5421,inf
789-02-6_min,4ZN7,DES_redock_4ZN7,0.8526,6.1612,inf
80-05-7_min,4ZN7,DES_redock_4ZN7,0.9167,6.5606,inf
80-05-7_min,4MGA,27L_redock_4MGA,0.9150,6.3971,inf
80-05-7_min,1GWR,EST_redock_1GWR,0.8990,6.2365,inf
80-05-7_min,3UU7,2OH_redock_3UU7,0.8917,6.5152,0.6088
80-05-7_min,1ERE,EST_redock_1ERE,0.8794,6.2623,inf
80-05-7_min,3ERD,DES_redock_3ERD,0.8715,6.0458,inf
80-05-7_min,6CBZ,EST_redock_6CBZ,0.8236,5.9232,inf
80-05-7_min,4MG9,27K_redock_4MG9,0.8077,5.2742,inf
80-05-7_min,4MGC,27M_redock_4MGC,0.7974,5.4725,inf
80-05-7_min,3UUD,EST_redock_3UUD,0.7933,5.7374,inf
80-05-7_min,1G50,EST_redock_1G50,0.7722,5.5670,inf
80-05-7_min,4TUZ,36J_redock_4TUZ,0.7620,5.4706,inf
80-05-7_min,4MG8,27J_redock_4MG8,0.7418,4.8362,inf
80-09-1_min,1GWR,EST_redock_1GWR,0.8946,6.0696,inf
80-09-1_min,4ZN7,DES_redock_4ZN7,0.8649,5.8467,inf
80-09-1_min,4MGA,27L_redock_4MGA,0.8447,5.5956,inf
80-09-1_min,1ERE,EST_redock_1ERE,0.8172,5.4147,inf
80-09-1_min,3ERD,DES_redock_3ERD,0.8131,5.3805,inf
80-09-1_min,6CBZ,EST_redock_6CBZ,0.8001,5.1702,inf
80-09-1_min,4MG9,27K_redock_4MG9,0.7673,4.5005,inf
80-09-1_min,4MGC,27M_redock_4MGC,0.7629,5.1750,inf
80-09-1_min,3UU7,2OH_redock_3UU7,0.7514,4.7515,inf
80-09-1_min,3UUD,EST_redock_3UUD,0.7291,4.9329,inf
80-09-1_min,4TUZ,36J_redock_4TUZ,0.6506,4.2887,inf
80-09-1_min,4MG8,27J_redock_4MG8,0.6390,4.2411,inf
80-09-1_min,1G50,EST_redock_1G50,0.6214,3.9964,inf
80-46-6_min,4ZN7,DES_redock_4ZN7,0.9387,5.6607,inf
80-46-6_min,4MGA,27L_redock_4MGA,0.9274,5.9574,inf
80-46-6_min,1G50,EST_redock_1G50,0.9223,5.7086,inf
80-46-6_min,3ERD,DES_redock_3ERD,0.9177,5.7728,inf
80-46-6_min,3UU7,2OH_redock_3UU7,0.9092,5.7944,inf
80-46-6_min,3UUD,EST_redock_3UUD,0.9055,5.9164,inf
80-46-6_min,1GWR,EST_redock_1GWR,0.9036,5.1811,inf
80-46-6_min,4MG9,27K_redock_4MG9,0.9018,5.7165,inf
80-46-6_min,1ERE,EST_redock_1ERE,0.8976,5.5297,inf
80-46-6_min,4MGC,27M_redock_4MGC,0.8935,5.6241,inf
80-46-6_min,6CBZ,EST_redock_6CBZ,0.8922,5.2391,inf
80-46-6_min,4MG8,27J_redock_4MG8,0.8825,5.5162,inf
80-46-6_min,4TUZ,36J_redock_4TUZ,0.8600,5.2480,inf
81-90-3_min,6CBZ,EST_redock_6CBZ,0.9342,6.8600,inf
81-90-3_min,3ERD,DES_redock_3ERD,0.8876,6.3426,inf
81-90-3_min,4MGC,27M_redock_4MGC,0.8519,6.0293,inf
81-90-3_min,1GWR,EST_redock_1GWR,0.8354,5.8458,inf
81-90-3_min,4TUZ,36J_redock_4TUZ,0.8346,6.1255,inf
81-90-3_min,4ZN7,DES_redock_4ZN7,0.8324,6.0144,inf
81-90-3_min,1ERE,EST_redock_1ERE,0.8304,5.9915,inf
81-90-3_min,4MG9,27K_redock_4MG9,0.8133,5.4461,inf
81-90-3_min,3UUD,EST_redock_3UUD,0.7934,5.4461,inf
81-90-3_min,3UU7,2OH_redock_3UU7,0.7519,5.1372,inf
81-90-3_min,4MGA,27L_redock_4MGA,0.6936,4.7488,inf
81-90-3_min,4MG8,27J_redock_4MG8,0.6461,4.3271,inf
81-90-3_min,1G50,EST_redock_1G50,0.6367,4.7011,inf
83-46-5_min,3ERD,DES_redock_3ERD,0.7645,6.5612,inf
83-46-5_min,1ERE,EST_redock_1ERE,0.4714,3.5319,inf
83-46-5_min,3UUD,EST_redock_3UUD,0.4368,3.5334,inf
83-46-5_min,4TUZ,36J_redock_4TUZ,0.4132,3.2138,inf
83-46-5_min,1GWR,EST_redock_1GWR,0.4054,3.2915,inf
83-46-5_min,4ZN7,DES_redock_4ZN7,0.3920,3.0994,inf
83-46-5_min,3UU7,2OH_redock_3UU7,0.3831,3.1303,inf
83-46-5_min,4MGA,27L_redock_4MGA,0.3782,2.7414,inf
83-46-5_min,4MG8,27J_redock_4MG8,0.3762,3.0495,inf
83-46-5_min,1G50,EST_redock_1G50,0.3470,2.7039,inf
83-46-5_min,4MG9,27K_redock_4MG9,0.3326,2.2956,inf
83-46-5_min,6CBZ,EST_redock_6CBZ,0.2938,2.2204,inf
83-46-5_min,4MGC,27M_redock_4MGC,0.1977,1.2156,inf
84-74-2_min,3UU7,2OH_redock_3UU7,0.9111,4.8718,inf
84-74-2_min,3UUD,EST_redock_3UUD,0.8998,4.4988,inf
84-74-2_min,3ERD,DES_redock_3ERD,0.8878,4.4746,inf
84-74-2_min,6CBZ,EST_redock_6CBZ,0.8531,4.2474,inf
84-74-2_min,4TUZ,36J_redock_4TUZ,0.8500,4.3915,inf
84-74-2_min,4MG8,27J_redock_4MG8,0.8486,4.6966,inf
84-74-2_min,1GWR,EST_redock_1GWR,0.8388,4.6787,inf
84-74-2_min,4MGA,27L_redock_4MGA,0.8383,4.4349,inf
84-74-2_min,4MGC,27M_redock_4MGC,0.8263,4.7288,inf
84-74-2_min,1ERE,EST_redock_1ERE,0.7838,3.8878,inf
84-74-2_min,4MG9,27K_redock_4MG9,0.7809,4.2165,inf
84-74-2_min,4ZN7,DES_redock_4ZN7,0.6814,3.4958,inf
84-74-2_min,1G50,EST_redock_1G50,0.5740,3.2985,inf
911-45-5_min,1GWR,EST_redock_1GWR,0.8812,6.6062,inf
911-45-5_min,6CBZ,EST_redock_6CBZ,0.7568,5.5440,inf
911-45-5_min,3UU7,2OH_redock_3UU7,0.7234,5.1428,inf
911-45-5_min,4ZN7,DES_redock_4ZN7,0.7207,5.3447,inf
911-45-5_min,4TUZ,36J_redock_4TUZ,0.6945,5.1691,inf
911-45-5_min,4MGA,27L_redock_4MGA,0.5667,4.1757,inf
911-45-5_min,1G50,EST_redock_1G50,0.5537,4.1671,inf
911-45-5_min,3ERD,DES_redock_3ERD,0.5462,3.9409,inf
911-45-5_min,1ERE,EST_redock_1ERE,0.4374,3.1307,inf
911-45-5_min,4MG8,27J_redock_4MG8,0.3198,2.2328,inf
911-45-5_min,4MGC,27M_redock_4MGC,0.3091,2.1689,inf
911-45-5_min,3UUD,EST_redock_3UUD,0.3067,2.0532,inf
911-45-5_min,4MG9,27K_redock_4MG9,0.2196,1.4457,inf
92-04-6_min,1G50,EST_redock_1G50,0.9242,5.5519,inf
92-04-6_min,3UU7,2OH_redock_3UU7,0.8960,5.3713,inf
92-04-6_min,4MGA,27L_redock_4MGA,0.8955,5.4136,inf
92-04-6_min,1ERE,EST_redock_1ERE,0.8922,5.3144,inf
92-04-6_min,3UUD,EST_redock_3UUD,0.8689,5.0170,inf
92-04-6_min,3ERD,DES_redock_3ERD,0.8688,5.1484,inf
92-04-6_min,4ZN7,DES_redock_4ZN7,0.8665,5.2075,inf
92-04-6_min,4MGC,27M_redock_4MGC,0.8615,5.0232,inf
92-04-6_min,6CBZ,EST_redock_6CBZ,0.8581,4.7342,inf
92-04-6_min,4MG9,27K_redock_4MG9,0.8396,5.0591,inf
92-04-6_min,4TUZ,36J_redock_4TUZ,0.8329,4.4917,inf
92-04-6_min,4MG8,27J_redock_4MG8,0.8306,4.5932,inf
92-04-6_min,1GWR,EST_redock_1GWR,0.8020,4.3427,inf
94-13-3_min,3ERD,DES_redock_3ERD,0.9362,5.2167,inf
94-13-3_min,4ZN7,DES_redock_4ZN7,0.9325,5.0600,inf
94-13-3_min,1G50,EST_redock_1G50,0.9282,5.5223,inf
94-13-3_min,3UUD,EST_redock_3UUD,0.9266,5.0799,inf
94-13-3_min,4MG9,27K_redock_4MG9,0.9215,5.0023,inf
94-13-3_min,1GWR,EST_redock_1GWR,0.9176,4.7302,inf
94-13-3_min,3UU7,2OH_redock_3UU7,0.9144,4.5255,inf
94-13-3_min,4MGC,27M_redock_4MGC,0.9097,4.9760,inf
94-13-3_min,4MGA,27L_redock_4MGA,0.9092,5.2636,inf
94-13-3_min,1ERE,EST_redock_1ERE,0.9072,5.1537,inf
94-13-3_min,6CBZ,EST_redock_6CBZ,0.9047,5.0057,inf
94-13-3_min,4MG8,27J_redock_4MG8,0.8964,4.8577,inf
94-13-3_min,4TUZ,36J_redock_4TUZ,0.8789,4.9513,inf
94-18-8_min,4ZN7,DES_redock_4ZN7,0.9349,6.2458,inf
94-18-8_min,3UU7,2OH_redock_3UU7,0.9252,5.9093,inf
94-18-8_min,3ERD,DES_redock_3ERD,0.9159,5.7916,inf
94-18-8_min,4MGA,27L_redock_4MGA,0.9150,5.7856,inf
94-18-8_min,6CBZ,EST_redock_6CBZ,0.8965,5.7950,inf
94-18-8_min,1G50,EST_redock_1G50,0.8932,5.9062,inf
94-18-8_min,4MGC,27M_redock_4MGC,0.8931,5.6049,inf
94-18-8_min,3UUD,EST_redock_3UUD,0.8755,5.7010,inf
94-18-8_min,1ERE,EST_redock_1ERE,0.8732,5.6925,inf
94-18-8_min,1GWR,EST_redock_1GWR,0.8686,5.8531,inf
94-18-8_min,4MG9,27K_redock_4MG9,0.8637,5.5417,1.4842
94-18-8_min,4MG8,27J_redock_4MG8,0.8412,5.5128,inf
94-18-8_min,4TUZ,36J_redock_4TUZ,0.8170,5.2691,inf
94-25-7_min,4ZN7,DES_redock_4ZN7,0.8819,5.0775,inf
94-25-7_min,1GWR,EST_redock_1GWR,0.8715,4.6432,inf
94-25-7_min,3ERD,DES_redock_3ERD,0.8499,4.6046,inf
94-25-7_min,3UU7,2OH_redock_3UU7,0.8414,4.5584,inf
94-25-7_min,6CBZ,EST_redock_6CBZ,0.8344,4.4573,inf
94-25-7_min,3UUD,EST_redock_3UUD,0.8336,4.5389,inf
94-25-7_min,4MGA,27L_redock_4MGA,0.8292,4.3607,inf
94-25-7_min,1ERE,EST_redock_1ERE,0.8162,4.4973,inf
94-25-7_min,4MG9,27K_redock_4MG9,0.8119,4.4563,inf
94-25-7_min,4TUZ,36J_redock_4TUZ,0.8049,4.1671,inf
94-25-7_min,4MGC,27M_redock_4MGC,0.7942,4.1906,inf
94-25-7_min,1G50,EST_redock_1G50,0.7806,4.5507,inf
94-25-7_min,4MG8,27J_redock_4MG8,0.7433,3.8232,inf
94-26-8_min,4ZN7,DES_redock_4ZN7,0.9375,5.4311,inf
94-26-8_min,4MG9,27K_redock_4MG9,0.9252,5.1617,2.4534
94-26-8_min,6CBZ,EST_redock_6CBZ,0.9214,5.4117,inf
94-26-8_min,3UUD,EST_redock_3UUD,0.9189,5.2819,inf
94-26-8_min,3ERD,DES_redock_3ERD,0.9182,5.2159,inf
94-26-8_min,1GWR,EST_redock_1GWR,0.9136,4.9213,inf
94-26-8_min,3UU7,2OH_redock_3UU7,0.9117,5.3677,inf
94-26-8_min,1G50,EST_redock_1G50,0.8974,5.8797,inf
94-26-8_min,1ERE,EST_redock_1ERE,0.8967,4.8425,inf
94-26-8_min,4MGA,27L_redock_4MGA,0.8910,5.3022,inf
94-26-8_min,4MGC,27M_redock_4MGC,0.8898,5.0160,inf
94-26-8_min,4MG8,27J_redock_4MG8,0.8880,4.7730,inf
94-26-8_min,4TUZ,36J_redock_4TUZ,0.8726,5.0980,inf
97-53-0_min,1G50,EST_redock_1G50,0.8811,4.8442,inf
97-53-0_min,1ERE,EST_redock_1ERE,0.8155,4.3730,inf
97-53-0_min,4MG8,27J_redock_4MG8,0.8073,4.2673,inf
97-53-0_min,6CBZ,EST_redock_6CBZ,0.8004,4.2001,inf
97-53-0_min,3ERD,DES_redock_3ERD,0.7920,4.3331,inf
97-53-0_min,4MG9,27K_redock_4MG9,0.7893,4.6039,inf
97-53-0_min,3UU7,2OH_redock_3UU7,0.7873,4.1680,inf
97-53-0_min,1GWR,EST_redock_1GWR,0.7821,4.0983,inf
97-53-0_min,4TUZ,36J_redock_4TUZ,0.7818,3.7473,inf
97-53-0_min,4ZN7,DES_redock_4ZN7,0.7816,4.1030,inf
97-53-0_min,4MGA,27L_redock_4MGA,0.7773,4.3528,inf
97-53-0_min,3UUD,EST_redock_3UUD,0.7655,4.0027,inf
97-53-0_min,4MGC,27M_redock_4MGC,0.7538,4.1615,inf
98-54-4_min,4ZN7,DES_redock_4ZN7,0.9253,5.1603,inf
98-54-4_min,4MGA,27L_redock_4MGA,0.9182,5.7566,inf
98-54-4_min,1GWR,EST_redock_1GWR,0.9105,4.9789,inf
98-54-4_min,3ERD,DES_redock_3ERD,0.9029,5.3316,inf
98-54-4_min,3UUD,EST_redock_3UUD,0.9025,5.6516,inf
98-54-4_min,4MGC,27M_redock_4MGC,0.8984,5.4786,inf
98-54-4_min,3UU7,2OH_redock_3UU7,0.8982,5.3659,inf
98-54-4_min,4MG9,27K_redock_4MG9,0.8942,5.4305,inf
98-54-4_min,1G50,EST_redock_1G50,0.8894,5.2569,inf
98-54-4_min,1ERE,EST_redock_1ERE,0.8834,5.2081,inf
98-54-4_min,6CBZ,EST_redock_6CBZ,0.8824,4.9436,inf
98-54-4_min,4MG8,27J_redock_4MG8,0.8673,5.2332,inf
98-54-4_min,4TUZ,36J_redock_4TUZ,0.8618,4.8661,inf
99-71-8_min,4ZN7,DES_redock_4ZN7,0.9264,5.1893,inf
99-71-8_min,3ERD,DES_redock_3ERD,0.9233,5.5353,inf
99-71-8_min,1G50,EST_redock_1G50,0.9218,5.7529,inf
99-71-8_min,4MGA,27L_redock_4MGA,0.9213,5.5700,inf
99-71-8_min,1GWR,EST_redock_1GWR,0.9132,4.9405,inf
99-71-8_min,6CBZ,EST_redock_6CBZ,0.9063,5.0793,inf
99-71-8_min,4MG9,27K_redock_4MG9,0.9055,5.4083,inf
99-71-8_min,3UU7,2OH_redock_3UU7,0.8993,4.9076,inf
99-71-8_min,1ERE,EST_redock_1ERE,0.8959,5.1906,inf
99-71-8_min,4MGC,27M_redock_4MGC,0.8956,5.5325,inf
99-71-8_min,3UUD,EST_redock_3UUD,0.8940,5.0828,inf
99-71-8_min,4MG8,27J_redock_4MG8,0.8910,5.3419,inf
99-71-8_min,4TUZ,36J_redock_4TUZ,0.8591,4.5156,inf
